data,tipo,local,detalhes
2026-02-09,Tráfico de Entorpecentes,"Rua Paula Bueno, 717 - Taquaral",Relatório de diligência 189: Venda de entorpecentes em praça pública. Investigação em curso.
2026-02-24,Homicídio,"Avenida Francisco Glicério, 1045 - Centro",Relatório de diligência 248: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-15,Furto,"Rua Marechal Deodoro, 904 - Vila Itapura",Ocorrência registrada via COPOM 448: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-25,Homicídio,"Rua Sampaio Ferraz, 131 - Cambuí",Relatório de diligência 341: Confronto entre grupos rivais. Encaminhado ao DP central.
2026-02-22,Homicídio,"Avenida Albino José Barbosa de Oliveira, 445 - Barão Geraldo",Auto de constatação 880: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-20,Homicídio,"Avenida Andrade Neves, 2217 - Castelo",Auto de constatação 828: Disparos de arma de fogo em via pública. Investigação em curso.
2026-02-23,Furto,"Rua Doutor Delfino Cintra, 423 - Vila Itapura",Relatório de diligência 594: Furto de fiação elétrica noturno. Investigação em curso.
2026-02-21,Roubo,"Avenida Heitor Penteado, 2107 - Taquaral",Inquérito Policial nº 666: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-26,Roubo,"Avenida Albino José Barbosa de Oliveira, 1790 - Barão Geraldo",Ocorrência registrada via COPOM 364: Vítima abordada por dois elementos em motocicleta. Investigação em curso.
2026-02-21,Estelionato,"Avenida Heitor Penteado, 668 - Taquaral",Auto de constatação 442: Venda de terreno inexistente. Encaminhado ao DP central.
2026-02-02,Furto,"Avenida Albino José Barbosa de Oliveira, 1798 - Barão Geraldo",Auto de constatação 418: Objeto subtraído de interior de veículo. Encaminhado ao DP central.
2026-02-04,Furto,"Rua Doutor Delfino Cintra, 884 - Vila Itapura",Relatório de diligência 712: Furto de fiação elétrica noturno. Investigação em curso.
2026-02-21,Roubo,"Avenida Albino José Barbosa de Oliveira, 1021 - Barão Geraldo",Inquérito Policial nº 968: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-19,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 431 - Taquaral",Inquérito Policial nº 482: Venda de entorpecentes em praça pública. Aguardando perícia técnica.
2026-02-22,Tráfico de Entorpecentes,"Rua Barão de Itapura, 629 - Guanabara",Ocorrência registrada via COPOM 444: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-23,Estelionato,"Avenida Albino José Barbosa de Oliveira, 1195 - Barão Geraldo",Inquérito Policial nº 782: Golpe do falso bilhete premiado. Aguardando perícia técnica.
2026-02-23,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 1892 - Barão Geraldo",Auto de constatação 353: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-23,Furto,"Rua Sampaio Ferraz, 545 - Cambuí",Inquérito Policial nº 620: Furto de bicicleta em via pública. Investigação em curso.
2026-02-28,Homicídio,"Avenida Alberto Sarmento, 1198 - Castelo",Auto de constatação 886: Vítima encontrada sem sinais vitais. Investigação em curso.
2026-02-27,Homicídio,"Avenida Brasil, 2011 - Guanabara",Auto de constatação 524: Vítima encontrada sem sinais vitais. Encaminhado ao DP central.
2026-02-24,Estelionato,"Avenida Heitor Penteado, 1866 - Taquaral",Relatório de diligência 325: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-03,Estelionato,"Rua Barão de Itapura, 1718 - Guanabara",Inquérito Policial nº 484: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-04,Homicídio,"Avenida Brasil, 706 - Guanabara",Relatório de diligência 218: Confronto entre grupos rivais. Investigação em curso.
2026-02-12,Roubo,"Avenida Alberto Sarmento, 207 - Castelo",Auto de constatação 527: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-11,Furto,"Avenida Alberto Sarmento, 435 - Castelo",Ocorrência registrada via COPOM 958: Furto de bicicleta em via pública. Aguardando perícia técnica.
2026-02-06,Tráfico de Entorpecentes,"Avenida Alberto Sarmento, 647 - Castelo",Auto de constatação 527: Localização de depósito de drogas após denúncia. Investigação em curso.
2026-02-01,Furto,"Rua Sampaio Ferraz, 406 - Cambuí",Relatório de diligência 682: Subtração de pertences em residência sem arrombamento. Investigação em curso.
2026-02-12,Estelionato,"Rua Coronel Quirino, 318 - Cambuí",Relatório de diligência 674: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-01,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 371 - Barão Geraldo",Ocorrência registrada via COPOM 808: Indivíduo detido em flagrante com entorpecentes. Aguardando perícia técnica.
2026-02-04,Homicídio,"Avenida Albino José Barbosa de Oliveira, 536 - Barão Geraldo",Ocorrência registrada via COPOM 434: Vítima encontrada sem sinais vitais. Encaminhado ao DP central.
2026-02-24,Homicídio,"Avenida Francisco Glicério, 33 - Centro",Ocorrência registrada via COPOM 289: Disparos de arma de fogo em via pública. Encaminhado ao DP central.
2026-02-03,Furto,"Avenida Francisco Glicério, 22 - Centro",Auto de constatação 796: Subtração de pertences em residência sem arrombamento. Suspeito foragido.
2026-02-12,Furto,"Rua Doutor Delfino Cintra, 558 - Vila Itapura",Auto de constatação 167: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-22,Furto,"Avenida Alberto Sarmento, 738 - Castelo",Auto de constatação 741: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-14,Tráfico de Entorpecentes,"Avenida Brasil, 1539 - Guanabara",Relatório de diligência 758: Apreensão de substâncias análogas à cocaína. Encaminhado ao DP central.
2026-02-11,Furto,"Rua Coronel Quirino, 1212 - Cambuí",Ocorrência registrada via COPOM 105: Furto de fiação elétrica noturno. Suspeito foragido.
2026-02-27,Furto,"Avenida Brasil, 267 - Guanabara",Inquérito Policial nº 877: Furto de fiação elétrica noturno. Aguardando perícia técnica.
2026-02-26,Estelionato,"Rua Doutor Delfino Cintra, 525 - Vila Itapura",Inquérito Policial nº 682: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-24,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 1265 - Taquaral",Inquérito Policial nº 676: Localização de depósito de drogas após denúncia. Investigação em curso.
2026-02-04,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 521 - Vila Itapura",Relatório de diligência 106: Apreensão de substâncias análogas à cocaína. Investigação em curso.
2026-02-15,Homicídio,"Avenida Alberto Sarmento, 81 - Castelo",Inquérito Policial nº 255: Disparos de arma de fogo em via pública. Aguardando perícia técnica.
2026-02-08,Tráfico de Entorpecentes,"Avenida Brasil, 1815 - Guanabara",Relatório de diligência 779: Venda de entorpecentes em praça pública. Investigação em curso.
2026-02-18,Roubo,"Avenida Anchieta, 582 - Centro",Relatório de diligência 688: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-17,Estelionato,"Rua Sampaio Ferraz, 614 - Cambuí",Ocorrência registrada via COPOM 920: Venda de terreno inexistente. Investigação em curso.
2026-02-22,Tráfico de Entorpecentes,"Rua Paula Bueno, 672 - Taquaral",Ocorrência registrada via COPOM 129: Indivíduo detido em flagrante com entorpecentes. Investigação em curso.
2026-02-02,Tráfico de Entorpecentes,"Avenida Anchieta, 612 - Centro",Ocorrência registrada via COPOM 188: Venda de entorpecentes em praça pública. Encaminhado ao DP central.
2026-02-09,Roubo,"Rua Doutor Delfino Cintra, 691 - Vila Itapura",Inquérito Policial nº 874: Roubo de carga em via arterial. Investigação em curso.
2026-02-18,Roubo,"Avenida Albino José Barbosa de Oliveira, 2214 - Barão Geraldo",Auto de constatação 391: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-01,Tráfico de Entorpecentes,"Avenida Anchieta, 853 - Centro",Relatório de diligência 114: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-09,Homicídio,"Avenida Brasil, 1112 - Guanabara",Ocorrência registrada via COPOM 677: Vítima encontrada sem sinais vitais. Investigação em curso.
2026-02-13,Estelionato,"Avenida Francisco Glicério, 203 - Centro",Ocorrência registrada via COPOM 264: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-06,Tráfico de Entorpecentes,"Avenida Alberto Sarmento, 18 - Castelo",Ocorrência registrada via COPOM 300: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-25,Estelionato,"Avenida Heitor Penteado, 1950 - Taquaral",Relatório de diligência 754: Golpe do falso bilhete premiado. Aguardando perícia técnica.
2026-02-13,Roubo,"Rua Sampaio Ferraz, 663 - Cambuí",Relatório de diligência 665: Vítima abordada por dois elementos em motocicleta. Suspeito foragido.
2026-02-22,Homicídio,"Rua Marechal Deodoro, 1645 - Vila Itapura",Ocorrência registrada via COPOM 423: Disparos de arma de fogo em via pública. Investigação em curso.
2026-02-28,Homicídio,"Rua Sampaio Ferraz, 523 - Cambuí",Ocorrência registrada via COPOM 136: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-10,Roubo,"Avenida Andrade Neves, 2315 - Castelo",Auto de constatação 840: Assalto a estabelecimento comercial. Aguardando perícia técnica.
2026-02-17,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 2480 - Barão Geraldo",Inquérito Policial nº 986: Indivíduo detido em flagrante com entorpecentes. Suspeito foragido.
2026-02-11,Homicídio,"Avenida Brasil, 1109 - Guanabara",Ocorrência registrada via COPOM 680: Confronto entre grupos rivais. Suspeito foragido.
2026-02-02,Roubo,"Avenida Brasil, 1542 - Guanabara",Inquérito Policial nº 711: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-12,Homicídio,"Rua Coronel Quirino, 579 - Cambuí",Auto de constatação 629: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-23,Roubo,"Avenida Andrade Neves, 2430 - Castelo",Ocorrência registrada via COPOM 299: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-12,Furto,"Rua Maria Monteiro, 1061 - Cambuí",Relatório de diligência 474: Furto de fiação elétrica noturno. Investigação em curso.
2026-02-04,Homicídio,"Avenida Anchieta, 24 - Centro",Auto de constatação 829: Confronto entre grupos rivais. Encaminhado ao DP central.
2026-02-12,Furto,"Rua Marechal Deodoro, 312 - Vila Itapura",Ocorrência registrada via COPOM 291: Furto de bicicleta em via pública. Aguardando perícia técnica.
2026-02-14,Homicídio,"Avenida Albino José Barbosa de Oliveira, 3393 - Barão Geraldo",Auto de constatação 636: Confronto entre grupos rivais. Investigação em curso.
2026-02-20,Roubo,"Rua Barão de Itapura, 618 - Guanabara",Inquérito Policial nº 624: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-13,Homicídio,"Avenida Andrade Neves, 1775 - Castelo",Ocorrência registrada via COPOM 126: Crime passional com arma branca. Suspeito foragido.
2026-02-11,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 2703 - Barão Geraldo",Ocorrência registrada via COPOM 240: Apreensão de substâncias análogas à cocaína. Aguardando perícia técnica.
2026-02-07,Estelionato,"Avenida Anchieta, 742 - Centro",Auto de constatação 440: Uso de documento falso para saque bancário. Aguardando perícia técnica.
2026-02-22,Estelionato,"Avenida Brasil, 1587 - Guanabara",Auto de constatação 990: Venda de terreno inexistente. Investigação em curso.
2026-02-19,Estelionato,"Rua Sampaio Ferraz, 273 - Cambuí",Auto de constatação 140: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-05,Furto,"Avenida Alberto Sarmento, 116 - Castelo",Inquérito Policial nº 950: Furto de bicicleta em via pública. Suspeito foragido.
2026-02-17,Estelionato,"Avenida Alberto Sarmento, 515 - Castelo",Relatório de diligência 107: Uso de documento falso para saque bancário. Aguardando perícia técnica.
2026-02-07,Roubo,"Avenida Andrade Neves, 2349 - Castelo",Relatório de diligência 204: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-20,Furto,"Rua Sampaio Ferraz, 240 - Cambuí",Inquérito Policial nº 818: Objeto subtraído de interior de veículo. Investigação em curso.
2026-02-16,Tráfico de Entorpecentes,"Avenida Andrade Neves, 197 - Castelo",Inquérito Policial nº 112: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-07,Estelionato,"Avenida Brasil, 896 - Guanabara",Inquérito Policial nº 576: Fraude em ambiente digital reportada. Aguardando perícia técnica.
2026-02-06,Estelionato,"Rua Coronel Quirino, 687 - Cambuí",Inquérito Policial nº 959: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-02,Roubo,"Avenida Anchieta, 430 - Centro",Ocorrência registrada via COPOM 524: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-05,Homicídio,"Avenida Andrade Neves, 1342 - Castelo",Inquérito Policial nº 587: Confronto entre grupos rivais. Suspeito foragido.
2026-02-06,Homicídio,"Avenida Alberto Sarmento, 1118 - Castelo",Inquérito Policial nº 466: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-23,Estelionato,"Avenida Albino José Barbosa de Oliveira, 2734 - Barão Geraldo",Ocorrência registrada via COPOM 104: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-27,Estelionato,"Avenida Albino José Barbosa de Oliveira, 814 - Barão Geraldo",Ocorrência registrada via COPOM 655: Golpe do falso bilhete premiado. Aguardando perícia técnica.
2026-02-10,Roubo,"Rua Doutor Delfino Cintra, 648 - Vila Itapura",Relatório de diligência 222: Subtração de veículo mediante ameaça. Encaminhado ao DP central.
2026-02-18,Roubo,"Avenida Brasil, 107 - Guanabara",Ocorrência registrada via COPOM 255: Assalto a estabelecimento comercial. Aguardando perícia técnica.
2026-02-09,Homicídio,"Rua Barão de Itapura, 390 - Guanabara",Ocorrência registrada via COPOM 927: Confronto entre grupos rivais. Suspeito foragido.
2026-02-27,Tráfico de Entorpecentes,"Rua Paula Bueno, 1026 - Taquaral",Auto de constatação 741: Localização de depósito de drogas após denúncia. Encaminhado ao DP central.
2026-02-10,Tráfico de Entorpecentes,"Rua Paula Bueno, 488 - Taquaral",Inquérito Policial nº 327: Apreensão de substâncias análogas à cocaína. Aguardando perícia técnica.
2026-02-04,Estelionato,"Avenida Alberto Sarmento, 964 - Castelo",Ocorrência registrada via COPOM 365: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-16,Roubo,"Rua Marechal Deodoro, 230 - Vila Itapura",Auto de constatação 428: Subtração de veículo mediante ameaça. Encaminhado ao DP central.
2026-02-22,Furto,"Rua Sampaio Ferraz, 186 - Cambuí",Relatório de diligência 699: Furto de bicicleta em via pública. Suspeito foragido.
2026-02-01,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 504 - Vila Itapura",Relatório de diligência 605: Localização de depósito de drogas após denúncia. Suspeito foragido.
2026-02-09,Furto,"Avenida Alberto Sarmento, 364 - Castelo",Inquérito Policial nº 110: Subtração de pertences em residência sem arrombamento. Aguardando perícia técnica.
2026-02-17,Estelionato,"Rua Doutor Delfino Cintra, 101 - Vila Itapura",Ocorrência registrada via COPOM 964: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-11,Homicídio,"Rua Sampaio Ferraz, 493 - Cambuí",Inquérito Policial nº 182: Confronto entre grupos rivais. Suspeito foragido.
2026-02-28,Roubo,"Avenida Albino José Barbosa de Oliveira, 2643 - Barão Geraldo",Auto de constatação 506: Vítima abordada por dois elementos em motocicleta. Encaminhado ao DP central.
2026-02-26,Roubo,"Avenida Albino José Barbosa de Oliveira, 2356 - Barão Geraldo",Relatório de diligência 506: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-06,Roubo,"Avenida Albino José Barbosa de Oliveira, 2812 - Barão Geraldo",Inquérito Policial nº 569: Vítima abordada por dois elementos em motocicleta. Encaminhado ao DP central.
2026-02-16,Roubo,"Rua Doutor Delfino Cintra, 542 - Vila Itapura",Ocorrência registrada via COPOM 563: Roubo de carga em via arterial. Suspeito foragido.
2026-02-18,Estelionato,"Rua Sampaio Ferraz, 533 - Cambuí",Relatório de diligência 415: Fraude em ambiente digital reportada. Aguardando perícia técnica.
2026-02-10,Roubo,"Avenida Heitor Penteado, 2145 - Taquaral",Relatório de diligência 588: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-12,Furto,"Avenida Alberto Sarmento, 710 - Castelo",Inquérito Policial nº 560: Subtração de pertences em residência sem arrombamento. Investigação em curso.
2026-02-19,Roubo,"Rua Marechal Deodoro, 522 - Vila Itapura",Inquérito Policial nº 352: Vítima abordada por dois elementos em motocicleta. Aguardando perícia técnica.
2026-02-22,Roubo,"Avenida Francisco Glicério, 1955 - Centro",Relatório de diligência 375: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-20,Estelionato,"Avenida Albino José Barbosa de Oliveira, 2186 - Barão Geraldo",Inquérito Policial nº 415: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-06,Estelionato,"Avenida Albino José Barbosa de Oliveira, 3108 - Barão Geraldo",Inquérito Policial nº 941: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-05,Estelionato,"Avenida Heitor Penteado, 1847 - Taquaral",Relatório de diligência 360: Venda de terreno inexistente. Encaminhado ao DP central.
2026-02-21,Homicídio,"Rua Sampaio Ferraz, 424 - Cambuí",Inquérito Policial nº 207: Confronto entre grupos rivais. Investigação em curso.
2026-02-04,Tráfico de Entorpecentes,"Rua Paula Bueno, 1094 - Taquaral",Ocorrência registrada via COPOM 621: Venda de entorpecentes em praça pública. Suspeito foragido.
2026-02-06,Tráfico de Entorpecentes,"Avenida Francisco Glicério, 880 - Centro",Relatório de diligência 803: Indivíduo detido em flagrante com entorpecentes. Suspeito foragido.
2026-02-04,Homicídio,"Avenida Heitor Penteado, 1519 - Taquaral",Auto de constatação 435: Vítima encontrada sem sinais vitais. Suspeito foragido.
2026-02-21,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 2666 - Taquaral",Auto de constatação 479: Apreensão de substâncias análogas à cocaína. Investigação em curso.
2026-02-23,Homicídio,"Avenida Heitor Penteado, 543 - Taquaral",Auto de constatação 436: Crime passional com arma branca. Aguardando perícia técnica.
2026-02-07,Estelionato,"Avenida Albino José Barbosa de Oliveira, 299 - Barão Geraldo",Inquérito Policial nº 312: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-21,Roubo,"Avenida Albino José Barbosa de Oliveira, 1006 - Barão Geraldo",Auto de constatação 594: Roubo de carga em via arterial. Encaminhado ao DP central.
2026-02-25,Roubo,"Avenida Albino José Barbosa de Oliveira, 2122 - Barão Geraldo",Inquérito Policial nº 360: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-25,Estelionato,"Avenida Albino José Barbosa de Oliveira, 2264 - Barão Geraldo",Ocorrência registrada via COPOM 887: Fraude em ambiente digital reportada. Encaminhado ao DP central.
2026-02-20,Homicídio,"Rua Doutor Delfino Cintra, 563 - Vila Itapura",Ocorrência registrada via COPOM 233: Confronto entre grupos rivais. Aguardando perícia técnica.
2026-02-22,Furto,"Avenida Alberto Sarmento, 315 - Castelo",Relatório de diligência 613: Subtração de pertences em residência sem arrombamento. Suspeito foragido.
2026-02-12,Furto,"Avenida Heitor Penteado, 222 - Taquaral",Ocorrência registrada via COPOM 446: Objeto subtraído de interior de veículo. Suspeito foragido.
2026-02-17,Furto,"Avenida Anchieta, 365 - Centro",Inquérito Policial nº 680: Furto de bicicleta em via pública. Investigação em curso.
2026-02-21,Roubo,"Avenida Brasil, 1308 - Guanabara",Relatório de diligência 863: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-26,Roubo,"Avenida Francisco Glicério, 234 - Centro",Inquérito Policial nº 294: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-25,Furto,"Avenida Andrade Neves, 1033 - Castelo",Auto de constatação 621: Subtração de pertences em residência sem arrombamento. Suspeito foragido.
2026-02-07,Estelionato,"Rua Marechal Deodoro, 1172 - Vila Itapura",Auto de constatação 439: Fraude em ambiente digital reportada. Suspeito foragido.
2026-02-24,Homicídio,"Rua Sampaio Ferraz, 516 - Cambuí",Relatório de diligência 615: Vítima encontrada sem sinais vitais. Encaminhado ao DP central.
2026-02-22,Furto,"Avenida Albino José Barbosa de Oliveira, 1557 - Barão Geraldo",Ocorrência registrada via COPOM 506: Subtração de pertences em residência sem arrombamento. Aguardando perícia técnica.
2026-02-09,Homicídio,"Avenida Alberto Sarmento, 843 - Castelo",Auto de constatação 848: Confronto entre grupos rivais. Encaminhado ao DP central.
2026-02-17,Estelionato,"Avenida Anchieta, 718 - Centro",Auto de constatação 665: Venda de terreno inexistente. Encaminhado ao DP central.
2026-02-19,Tráfico de Entorpecentes,"Rua Marechal Deodoro, 1127 - Vila Itapura",Inquérito Policial nº 628: Venda de entorpecentes em praça pública. Investigação em curso.
2026-02-10,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 753 - Vila Itapura",Ocorrência registrada via COPOM 812: Localização de depósito de drogas após denúncia. Suspeito foragido.
2026-02-23,Furto,"Rua Barão de Itapura, 2761 - Guanabara",Inquérito Policial nº 915: Subtração de pertences em residência sem arrombamento. Investigação em curso.
2026-02-27,Homicídio,"Avenida Anchieta, 65 - Centro",Ocorrência registrada via COPOM 252: Crime passional com arma branca. Encaminhado ao DP central.
2026-02-04,Tráfico de Entorpecentes,"Avenida Alberto Sarmento, 538 - Castelo",Ocorrência registrada via COPOM 914: Localização de depósito de drogas após denúncia. Investigação em curso.
2026-02-17,Roubo,"Avenida Andrade Neves, 242 - Castelo",Relatório de diligência 333: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-24,Homicídio,"Rua Doutor Delfino Cintra, 686 - Vila Itapura",Relatório de diligência 906: Crime passional com arma branca. Aguardando perícia técnica.
2026-02-19,Estelionato,"Rua Coronel Quirino, 1021 - Cambuí",Inquérito Policial nº 798: Fraude em ambiente digital reportada. Investigação em curso.
2026-02-09,Furto,"Rua Paula Bueno, 1193 - Taquaral",Inquérito Policial nº 390: Furto de fiação elétrica noturno. Encaminhado ao DP central.
2026-02-18,Roubo,"Avenida Anchieta, 909 - Centro",Relatório de diligência 545: Subtração de veículo mediante ameaça. Aguardando perícia técnica.
2026-02-04,Tráfico de Entorpecentes,"Rua Doutor Delfino Cintra, 527 - Vila Itapura",Ocorrência registrada via COPOM 528: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-15,Furto,"Rua Marechal Deodoro, 1791 - Vila Itapura",Inquérito Policial nº 270: Furto de fiação elétrica noturno. Encaminhado ao DP central.
2026-02-22,Roubo,"Avenida Alberto Sarmento, 626 - Castelo",Relatório de diligência 147: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-11,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 279 - Barão Geraldo",Auto de constatação 355: Venda de entorpecentes em praça pública. Suspeito foragido.
2026-02-04,Estelionato,"Avenida Heitor Penteado, 2209 - Taquaral",Auto de constatação 101: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-11,Estelionato,"Rua Coronel Quirino, 580 - Cambuí",Ocorrência registrada via COPOM 510: Fraude em ambiente digital reportada. Aguardando perícia técnica.
2026-02-20,Estelionato,"Avenida Francisco Glicério, 734 - Centro",Inquérito Policial nº 396: Uso de documento falso para saque bancário. Suspeito foragido.
2026-02-13,Homicídio,"Avenida Francisco Glicério, 464 - Centro",Ocorrência registrada via COPOM 556: Vítima encontrada sem sinais vitais. Encaminhado ao DP central.
2026-02-25,Estelionato,"Rua Coronel Quirino, 594 - Cambuí",Inquérito Policial nº 187: Golpe do falso bilhete premiado. Aguardando perícia técnica.
2026-02-26,Roubo,"Rua Sampaio Ferraz, 24 - Cambuí",Relatório de diligência 668: Assalto a estabelecimento comercial. Encaminhado ao DP central.
2026-02-03,Furto,"Rua Doutor Delfino Cintra, 363 - Vila Itapura",Relatório de diligência 363: Subtração de pertences em residência sem arrombamento. Investigação em curso.
2026-02-04,Roubo,"Avenida Francisco Glicério, 2373 - Centro",Auto de constatação 163: Assalto a estabelecimento comercial. Investigação em curso.
2026-02-12,Roubo,"Rua Paula Bueno, 269 - Taquaral",Auto de constatação 691: Assalto a estabelecimento comercial. Suspeito foragido.
2026-02-27,Tráfico de Entorpecentes,"Rua Coronel Quirino, 1639 - Cambuí",Inquérito Policial nº 691: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-15,Estelionato,"Avenida Andrade Neves, 901 - Castelo",Auto de constatação 427: Golpe do falso bilhete premiado. Encaminhado ao DP central.
2026-02-11,Estelionato,"Rua Barão de Itapura, 1346 - Guanabara",Relatório de diligência 675: Venda de terreno inexistente. Suspeito foragido.
2026-02-25,Homicídio,"Rua Paula Bueno, 751 - Taquaral",Relatório de diligência 588: Crime passional com arma branca. Investigação em curso.
2026-02-25,Tráfico de Entorpecentes,"Avenida Heitor Penteado, 727 - Taquaral",Auto de constatação 305: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-22,Roubo,"Rua Barão de Itapura, 2954 - Guanabara",Inquérito Policial nº 846: Subtração de veículo mediante ameaça. Investigação em curso.
2026-02-08,Estelionato,"Rua Sampaio Ferraz, 578 - Cambuí",Ocorrência registrada via COPOM 629: Golpe do falso bilhete premiado. Suspeito foragido.
2026-02-03,Estelionato,"Avenida Anchieta, 588 - Centro",Ocorrência registrada via COPOM 892: Venda de terreno inexistente. Encaminhado ao DP central.
2026-02-20,Estelionato,"Rua Marechal Deodoro, 212 - Vila Itapura",Auto de constatação 933: Venda de terreno inexistente. Aguardando perícia técnica.
2026-02-22,Tráfico de Entorpecentes,"Rua Sampaio Ferraz, 388 - Cambuí",Inquérito Policial nº 620: Venda de entorpecentes em praça pública. Suspeito foragido.
2026-02-28,Tráfico de Entorpecentes,"Avenida Albino José Barbosa de Oliveira, 2623 - Barão Geraldo",Auto de constatação 599: Localização de depósito de drogas após denúncia. Aguardando perícia técnica.
2026-02-01,Estelionato,"Rua Doutor Delfino Cintra, 703 - Vila Itapura",Inquérito Policial nº 172: Uso de documento falso para saque bancário. Encaminhado ao DP central.
2026-02-10,Tráfico de Entorpecentes,"Rua Barão de Itapura, 2824 - Guanabara",Auto de constatação 407: Venda de entorpecentes em praça pública. Investigação em curso.
2026-02-24,Roubo,"Avenida Andrade Neves, 646 - Castelo",Auto de constatação 998: Subtração de veículo mediante ameaça. Suspeito foragido.
2026-02-01,Homicídio,"Avenida Anchieta, 295 - Centro",Auto de constatação 377: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-13,Homicídio,"Avenida Alberto Sarmento, 778 - Castelo",Ocorrência registrada via COPOM 169: Vítima encontrada sem sinais vitais. Investigação em curso.
2026-02-27,Estelionato,"Rua Barão de Itapura, 417 - Guanabara",Auto de constatação 724: Uso de documento falso para saque bancário. Suspeito foragido.
2026-02-07,Homicídio,"Avenida Albino José Barbosa de Oliveira, 2772 - Barão Geraldo",Auto de constatação 181: Vítima encontrada sem sinais vitais. Investigação em curso.
2026-02-20,Roubo,"Rua Doutor Delfino Cintra, 737 - Vila Itapura",Inquérito Policial nº 695: Roubo de carga em via arterial. Aguardando perícia técnica.
2026-02-06,Homicídio,"Rua Paula Bueno, 821 - Taquaral",Inquérito Policial nº 598: Disparos de arma de fogo em via pública. Suspeito foragido.
2026-02-06,Furto,"Avenida Albino José Barbosa de Oliveira, 933 - Barão Geraldo",Relatório de diligência 241: Subtração de pertences em residência sem arrombamento. Encaminhado ao DP central.
2026-02-10,Furto,"Avenida Brasil, 359 - Guanabara",Auto de constatação 842: Furto de fiação elétrica noturno. Suspeito foragido.
2026-02-21,Tráfico de Entorpecentes,"Rua Barão de Itapura, 384 - Guanabara",Ocorrência registrada via COPOM 959: Apreensão de substâncias análogas à cocaína. Aguardando perícia técnica.
